fips,state,county,n_events_total,n_per_year,observation_years,duration_p95,dqi,d1_volume,d2_per_year,d3_obs_years,d4_tail,d5_dqi,tier
1071,AL,Jackson,185,16.566317983083398,11.16723705224732,10.649999999999991,0.76307164538,amber,amber,green,green,amber,amber
1073,AL,Jefferson,983,88.02535447227557,11.16723705224732,282.125,0.76307164538,green,green,green,green,amber,amber
1075,AL,Lamar,4564,408.6955420259061,11.16723705224732,11.462499999999864,0.76307164538,green,green,green,green,amber,amber
1077,AL,Lauderdale,6382,571.4931965839905,11.16723705224732,10.0,0.76307164538,green,green,green,green,amber,amber
1079,AL,Lawrence,627,56.14638581293671,11.16723705224732,7.424999999999983,0.76307164538,green,green,green,green,amber,amber
1081,AL,Lee,7732,692.3825440281126,11.16723705224732,11.75,0.76307164538,green,green,green,green,amber,amber
1083,AL,Limestone,481,43.07242675601683,11.16723705224732,5.0,0.76307164538,green,green,green,green,amber,amber
1085,AL,Lowndes,5392,482.84100845830096,11.16723705224732,8.112499999999955,0.76307164538,green,green,green,green,amber,amber
1087,AL,Macon,2854,255.56903526335145,11.16723705224732,6.75,0.76307164538,green,green,green,green,amber,amber
1089,AL,Madison,10018,897.0885057001593,11.16723705224732,12.5,0.76307164538,green,green,green,green,amber,amber
1091,AL,Marengo,4577,409.8596616679606,11.16723705224732,7.25,0.76307164538,green,green,green,green,amber,amber
1093,AL,Marion,6475,579.8211294079189,11.16723705224732,10.75,0.76307164538,green,green,green,green,amber,amber
1095,AL,Marshall,483,43.25152208556368,11.16723705224732,10.224999999999994,0.76307164538,green,green,green,green,amber,amber
1097,AL,Mobile,3594,321.834307195685,11.16723705224732,63.33749999999998,0.76307164538,green,green,green,green,amber,amber
1099,AL,Monroe,4927,441.20134433865894,11.16723705224732,7.75,0.76307164538,green,green,green,green,amber,amber
1101,AL,Montgomery,7198,644.5640910391043,11.16723705224732,21.5,0.76307164538,green,green,green,green,amber,amber
1103,AL,Morgan,3315,296.8505087238998,11.16723705224732,6.25,0.76307164538,green,green,green,green,amber,amber
1105,AL,Perry,3782,338.6692681730887,11.16723705224732,9.75,0.76307164538,green,green,green,green,amber,amber
1107,AL,Pickens,5736,513.6454051403588,11.16723705224732,9.0,0.76307164538,green,green,green,green,amber,amber
1109,AL,Pike,6840,612.5060270502186,11.16723705224732,7.5,0.76307164538,green,green,green,green,amber,amber
1111,AL,Randolph,5669,507.64571160053936,11.16723705224732,9.75,0.76307164538,green,green,green,green,amber,amber
1113,AL,Russell,6774,606.5958811751726,11.16723705224732,8.0,0.76307164538,green,green,green,green,amber,amber
1115,AL,St. Clair,6335,567.2844563396396,11.16723705224732,19.0,0.76307164538,green,green,green,green,amber,amber
1117,AL,Shelby,5058,452.93208842397746,11.16723705224732,34.75,0.76307164538,green,green,green,green,amber,amber
1119,AL,Sumter,4063,363.8321619744208,11.16723705224732,8.5,0.76307164538,green,green,green,green,amber,amber
1121,AL,Talladega,7035,629.9678216810362,11.16723705224732,17.0,0.76307164538,green,green,green,green,amber,amber
1123,AL,Tallapoosa,6493,581.4329873738405,11.16723705224732,10.25,0.76307164538,green,green,green,green,amber,amber
1125,AL,Tuscaloosa,5726,512.7499284926245,11.16723705224732,30.0,0.76307164538,green,green,green,green,amber,amber
1127,AL,Walker,7492,670.8911044824908,11.16723705224732,14.5,0.76307164538,green,green,green,green,amber,amber
1129,AL,Washington,724,64.83250929595881,11.16723705224732,8.425000000000011,0.76307164538,green,green,green,green,amber,amber
1131,AL,Wilcox,4837,433.1420545090508,11.16723705224732,9.5,0.76307164538,green,green,green,green,amber,amber
1133,AL,Winston,5921,530.2117231234422,11.16723705224732,9.5,0.76307164538,green,green,green,green,amber,amber
2020,AK,Anchorage,5565,498.3327544641033,11.16723705224732,20.5,0.7823217229799999,green,green,green,green,amber,amber
2063,AK,Chugach,11,0.9850243125076615,11.16723705224732,35.375,0.7823217229799999,red,red,green,green,amber,red
2068,AK,Denali,782,70.02627385281738,11.16723705224732,11.25,0.7823217229799999,green,green,green,green,amber,amber
2090,AK,Fairbanks North Star,6730,602.655783925142,11.16723705224732,9.75,0.7823217229799999,green,green,green,green,amber,amber
2122,AK,Kenai Peninsula,4339,388.54731745188576,11.16723705224732,36.524999999999864,0.7823217229799999,green,green,green,green,amber,amber
2170,AK,Matanuska-Susitna,5230,468.3342867650063,11.16723705224732,13.75,0.7823217229799999,green,green,green,green,amber,amber
2240,AK,Southeast Fairbanks,1057,94.65188166550892,11.16723705224732,8.5,0.7823217229799999,green,green,green,green,amber,amber
2261,AK,Valdez-Cordova,69,6.17878886936624,11.16723705224732,14.599999999999987,0.7823217229799999,amber,amber,green,green,amber,amber
2290,AK,Yukon-Koyukuk,366,32.7744453070731,11.16723705224732,7.375,0.7823217229799999,green,green,green,green,amber,amber
4001,AZ,Apache,2707,242.40552854165816,11.16723705224732,8.5,0.69707169592,green,green,green,green,amber,amber
4003,AZ,Cochise,824,73.78727577330119,11.16723705224732,17.75,0.69707169592,green,green,green,green,amber,amber
4005,AZ,Coconino,2224,199.15400645609446,11.16723705224732,17.75,0.69707169592,green,green,green,green,amber,amber
4007,AZ,Gila,1891,169.33463408654436,11.16723705224732,16.0,0.69707169592,green,green,green,green,amber,amber
4009,AZ,Graham,8,0.7163813181873901,11.16723705224732,864.6999999999994,0.69707169592,red,red,green,green,amber,red
4011,AZ,Greenlee,311,27.849323744534793,11.16723705224732,7.0,0.69707169592,green,green,green,green,amber,amber
4012,AZ,La Paz,672,60.17603072774077,11.16723705224732,18.862499999999983,0.69707169592,green,green,green,green,amber,amber
4013,AZ,Maricopa,3853,345.0271523720018,11.16723705224732,74.0,0.69707169592,green,green,green,green,amber,amber
4015,AZ,Mohave,859,76.92144404037101,11.16723705224732,9.0,0.69707169592,green,green,green,green,amber,amber
4017,AZ,Navajo,4736,424.097740366935,11.16723705224732,14.5625,0.69707169592,green,green,green,green,amber,amber
4019,AZ,Pima,2772,248.2261267519307,11.16723705224732,38.612499999999955,0.69707169592,green,green,green,green,amber,amber
4021,AZ,Pinal,4692,420.15764311690435,11.16723705224732,26.112499999999955,0.69707169592,green,green,green,green,amber,amber
4023,AZ,Santa Cruz,460,41.191925795774935,11.16723705224732,9.5,0.69707169592,green,green,green,green,amber,amber
4025,AZ,Yavapai,3532,316.28235197973277,11.16723705224732,19.75,0.69707169592,green,green,green,green,amber,amber
4027,AZ,Yuma,2534,226.91378253585583,11.16723705224732,17.5,0.69707169592,green,green,green,green,amber,amber
5001,AR,Arkansas,6233,558.1505945327503,11.16723705224732,12.0,0.77625993638,green,green,green,green,amber,amber
5003,AR,Ashley,5323,476.66221958893476,11.16723705224732,9.5,0.77625993638,green,green,green,green,amber,amber
5005,AR,Baxter,6632,593.8801127773464,11.16723705224732,6.75,0.77625993638,green,green,green,green,amber,amber
5007,AR,Benton,8069,722.5601070567565,11.16723705224732,11.25,0.77625993638,green,green,green,green,amber,amber
5009,AR,Boone,7154,640.6239937890737,11.16723705224732,10.0,0.77625993638,green,green,green,green,amber,amber
5011,AR,Bradley,2623,234.88352470069054,11.16723705224732,10.5,0.77625993638,green,green,green,green,amber,amber
5013,AR,Calhoun,910,81.48837494381563,11.16723705224732,12.687499999999943,0.77625993638,green,green,green,green,amber,amber
5015,AR,Carroll,4805,430.2765292363012,11.16723705224732,7.5,0.77625993638,green,green,green,green,amber,amber
5017,AR,Chicot,4863,435.4702937931598,11.16723705224732,11.5,0.77625993638,green,green,green,green,amber,amber
5019,AR,Clark,4006,358.7279450823356,11.16723705224732,8.75,0.77625993638,green,green,green,green,amber,amber
5021,AR,Clay,1554,139.15707105790054,11.16723705224732,10.5,0.77625993638,green,green,green,green,amber,amber
5023,AR,Cleburne,6451,577.6719854533568,11.16723705224732,7.0,0.77625993638,green,green,green,green,amber,amber
5025,AR,Cleveland,1432,128.23225595554285,11.16723705224732,12.612500000000011,0.77625993638,green,green,green,green,amber,amber
5027,AR,Columbia,5734,513.4663098108119,11.16723705224732,11.087499999999864,0.77625993638,green,green,green,green,amber,amber
5029,AR,Conway,4791,429.02286192947327,11.16723705224732,10.5,0.77625993638,green,green,green,green,amber,amber
5031,AR,Craighead,4462,399.56168021901686,11.16723705224732,8.0,0.77625993638,green,green,green,green,amber,amber
5033,AR,Crawford,5320,476.39357659461444,11.16723705224732,6.25,0.77625993638,green,green,green,green,amber,amber
5035,AR,Crittenden,5963,533.972725043926,11.16723705224732,10.25,0.77625993638,green,green,green,green,amber,amber
5037,AR,Cross,5485,491.1689412822294,11.16723705224732,10.450000000000045,0.77625993638,green,green,green,green,amber,amber
5039,AR,Dallas,2984,267.21023168389655,11.16723705224732,11.0,0.77625993638,green,green,green,green,amber,amber
5041,AR,Desha,4473,400.54670453152454,11.16723705224732,11.0,0.77625993638,green,green,green,green,amber,amber
5043,AR,Drew,4437,397.32298859968125,11.16723705224732,9.25,0.77625993638,green,green,green,green,amber,amber
5045,AR,Faulkner,7477,669.5478895108895,11.16723705224732,11.5,0.77625993638,green,green,green,green,amber,amber
5047,AR,Franklin,2666,238.73407428594777,11.16723705224732,6.6875,0.77625993638,green,green,green,green,amber,amber
5049,AR,Fulton,2008,179.81171086503494,11.16723705224732,6.0,0.77625993638,green,green,green,green,amber,amber
5051,AR,Garland,8570,767.4234871082417,11.16723705224732,16.75,0.77625993638,green,green,green,green,amber,amber
5053,AR,Grant,3972,355.68332448003923,11.16723705224732,11.112499999999955,0.77625993638,green,green,green,green,amber,amber
5055,AR,Greene,2512,224.9437339108405,11.16723705224732,6.0,0.77625993638,green,green,green,green,amber,amber
5057,AR,Hempstead,3542,317.177828627467,11.16723705224732,10.0,0.77625993638,green,green,green,green,amber,amber
5059,AR,Hot Spring,6926,620.207126220733,11.16723705224732,9.75,0.77625993638,green,green,green,green,amber,amber
5061,AR,Howard,2569,230.04795080292567,11.16723705224732,8.0,0.77625993638,green,green,green,green,amber,amber
5063,AR,Independence,7224,646.8923303232133,11.16723705224732,8.0,0.77625993638,green,green,green,green,amber,amber
5065,AR,Izard,4267,382.09988558819924,11.16723705224732,6.75,0.77625993638,green,green,green,green,amber,amber
5067,AR,Jackson,3374,302.1338209455318,11.16723705224732,8.5,0.77625993638,green,green,green,green,amber,amber
5069,AR,Jefferson,7324,655.8470968005557,11.16723705224732,20.0,0.77625993638,green,green,green,green,amber,amber
5071,AR,Johnson,2822,252.70350999060187,11.16723705224732,6.5,0.77625993638,green,green,green,green,amber,amber
5073,AR,Lafayette,2856,255.7481305928983,11.16723705224732,9.0,0.77625993638,green,green,green,green,amber,amber
5075,AR,Lawrence,3539,316.9091856331467,11.16723705224732,8.25,0.77625993638,green,green,green,green,amber,amber
5077,AR,Lee,3914,350.48955992318065,11.16723705224732,10.25,0.77625993638,green,green,green,green,amber,amber
5079,AR,Lincoln,1204,107.81538838720222,11.16723705224732,10.424999999999955,0.77625993638,green,green,green,green,amber,amber
5081,AR,Little River,4025,360.42935071303066,11.16723705224732,9.0,0.77625993638,green,green,green,green,amber,amber
5083,AR,Logan,3932,352.10141788910227,11.16723705224732,8.0,0.77625993638,green,green,green,green,amber,amber
5085,AR,Lonoke,8487,759.9910309320476,11.16723705224732,12.5,0.77625993638,green,green,green,green,amber,amber
5087,AR,Madison,3545,317.4464716217873,11.16723705224732,6.25,0.77625993638,green,green,green,green,amber,amber
5089,AR,Marion,5238,469.0506680831937,11.16723705224732,9.25,0.77625993638,green,green,green,green,amber,amber
5091,AR,Miller,7607,681.1890859314346,11.16723705224732,9.25,0.77625993638,green,green,green,green,amber,amber
5093,AR,Mississippi,6291,563.3443590896089,11.16723705224732,10.5,0.77625993638,green,green,green,green,amber,amber
5095,AR,Monroe,4433,396.9647979405876,11.16723705224732,9.25,0.77625993638,green,green,green,green,amber,amber
5097,AR,Montgomery,4366,390.9651044007682,11.16723705224732,9.5,0.77625993638,green,green,green,green,amber,amber
5099,AR,Nevada,2291,205.15369999591385,11.16723705224732,9.75,0.77625993638,green,green,green,green,amber,amber
5101,AR,Newton,2170,194.3184325583296,11.16723705224732,6.75,0.77625993638,green,green,green,green,amber,amber
5103,AR,Ouachita,4865,435.6493891227066,11.16723705224732,13.75,0.77625993638,green,green,green,green,amber,amber
5105,AR,Perry,3399,304.3725125648674,11.16723705224732,6.0,0.77625993638,green,green,green,green,amber,amber
5107,AR,Phillips,5363,480.24412617987167,11.16723705224732,11.0,0.77625993638,green,green,green,green,amber,amber
5109,AR,Pike,2845,254.76310628039062,11.16723705224732,9.25,0.77625993638,green,green,green,green,amber,amber
5111,AR,Poinsett,5649,505.8547583050709,11.16723705224732,11.399999999999864,0.77625993638,green,green,green,green,amber,amber
5113,AR,Polk,2503,224.1378049278797,11.16723705224732,8.0,0.77625993638,green,green,green,green,amber,amber
5115,AR,Pope,7404,663.0109099824296,11.16723705224732,12.5,0.77625993638,green,green,green,green,amber,amber
5117,AR,Prairie,5431,486.3333673844645,11.16723705224732,12.25,0.77625993638,green,green,green,green,amber,amber
5119,AR,Pulaski,5501,492.6017039186042,11.16723705224732,39.25,0.77625993638,green,green,green,green,amber,amber
5121,AR,Randolph,1532,137.18702243288521,11.16723705224732,8.0,0.77625993638,green,green,green,green,amber,amber
5123,AR,St. Francis,6237,558.508785191844,11.16723705224732,10.25,0.77625993638,green,green,green,green,amber,amber
5125,AR,Saline,8853,792.7654762391206,11.16723705224732,13.0,0.77625993638,green,green,green,green,amber,amber
5127,AR,Scott,2546,227.98835451313693,11.16723705224732,9.0,0.77625993638,green,green,green,green,amber,amber
5129,AR,Searcy,1988,178.02075756956646,11.16723705224732,9.5,0.77625993638,green,green,green,green,amber,amber
5131,AR,Sebastian,6358,569.3440526294283,11.16723705224732,11.0,0.77625993638,green,green,green,green,amber,amber
5133,AR,Sevier,4766,426.7841703101377,11.16723705224732,11.0,0.77625993638,green,green,green,green,amber,amber
5135,AR,Sharp,5060,453.1111837535243,11.16723705224732,7.5,0.77625993638,green,green,green,green,amber,amber
5137,AR,Stone,4517,404.4868017815552,11.16723705224732,7.5,0.77625993638,green,green,green,green,amber,amber
5139,AR,Union,6823,610.9837167490704,11.16723705224732,19.0,0.77625993638,green,green,green,green,amber,amber
5141,AR,Van Buren,103,9.223409471662649,11.16723705224732,6.724999999999998,0.77625993638,amber,amber,green,green,amber,amber
5143,AR,Washington,8711,780.0497078412944,11.16723705224732,14.5,0.77625993638,green,green,green,green,amber,amber
5145,AR,White,8831,790.7954276141053,11.16723705224732,10.0,0.77625993638,green,green,green,green,amber,amber
5147,AR,Woodruff,2972,266.13565970661546,11.16723705224732,8.25,0.77625993638,green,green,green,green,amber,amber
5149,AR,Yell,5320,476.39357659461444,11.16723705224732,12.0,0.77625993638,green,green,green,green,amber,amber
6001,CA,Alameda,1699,152.141482450047,11.16723705224732,136.07499999999993,0.69707169592,green,green,green,green,amber,amber
6003,CA,Alpine,386,34.56539860254158,11.16723705224732,30.1875,0.69707169592,green,green,green,green,amber,amber
6005,CA,Amador,3255,291.47764883749437,11.16723705224732,19.074999999999932,0.69707169592,green,green,green,green,amber,amber
6007,CA,Butte,3770,337.5946961958076,11.16723705224732,35.25,0.69707169592,green,green,green,green,amber,amber
6009,CA,Calaveras,3578,320.40154455931025,11.16723705224732,23.25,0.69707169592,green,green,green,green,amber,amber
6011,CA,Colusa,3015,269.9862092918727,11.16723705224732,17.824999999999932,0.69707169592,green,green,green,green,amber,amber
6013,CA,Contra Costa,2320,207.75058227434315,11.16723705224732,88.25,0.69707169592,green,green,green,green,amber,amber
6015,CA,Del Norte,3864,346.0121766845094,11.16723705224732,7.0,0.69707169592,green,green,green,green,amber,amber
6017,CA,El Dorado,3184,285.1197646385813,11.16723705224732,42.96249999999998,0.69707169592,green,green,green,green,amber,amber
6019,CA,Fresno,1904,170.49875372859887,11.16723705224732,131.87499999999977,0.69707169592,green,green,green,green,amber,amber
6021,CA,Glenn,3474,311.0885874228742,11.16723705224732,15.25,0.69707169592,green,green,green,green,amber,amber
6023,CA,Humboldt,3545,317.4464716217873,11.16723705224732,37.94999999999993,0.69707169592,green,green,green,green,amber,amber
6025,CA,Imperial,461,41.281473460548355,11.16723705224732,161.75,0.69707169592,green,green,green,green,amber,amber
6027,CA,Inyo,1522,136.291545785151,11.16723705224732,17.0,0.69707169592,green,green,green,green,amber,amber
6029,CA,Kern,3513,314.58094634903773,11.16723705224732,74.09999999999991,0.69707169592,green,green,green,green,amber,amber
6031,CA,Kings,4485,401.62127650880564,11.16723705224732,20.200000000000045,0.69707169592,green,green,green,green,amber,amber
6033,CA,Lake,3930,351.9223225595554,11.16723705224732,23.25,0.69707169592,green,green,green,green,amber,amber
6035,CA,Lassen,377,33.75946961958076,11.16723705224732,15.299999999999997,0.69707169592,green,green,green,green,amber,amber
6037,CA,Los Angeles,302,27.04339476157398,11.16723705224732,1252.8999999999994,0.69707169592,green,green,green,green,amber,amber
6039,CA,Madera,4382,392.397867037143,11.16723705224732,24.0,0.69707169592,green,green,green,green,amber,amber
6041,CA,Marin,3946,353.3550851959302,11.16723705224732,35.75,0.69707169592,green,green,green,green,amber,amber
6043,CA,Mariposa,3003,268.9116373145916,11.16723705224732,15.75,0.69707169592,green,green,green,green,amber,amber
6045,CA,Mendocino,3528,315.9241613206391,11.16723705224732,33.5,0.69707169592,green,green,green,green,amber,amber
6047,CA,Merced,4898,438.60446206022965,11.16723705224732,22.25,0.69707169592,green,green,green,green,amber,amber
6049,CA,Modoc,1711,153.21605442732806,11.16723705224732,7.125,0.69707169592,green,green,green,green,amber,amber
